Title,Recommendations
PixelJunk Monsters Encore,"['Call of Duty: Modern Warfare 3', 'Portal 2', 'The Witcher 3: Wild Hunt', 'Battlefield 3', 'The Elder Scrolls V: Skyrim']"
Joint Operations: Typhoon Rising,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'Grand Theft Auto V']"
MotorStorm: Pacific Rift,"['Grand Theft Auto V', 'Burnout 3: Takedown', 'Forza Horizon 2', 'Battlefield 3', 'Starcraft II: Wings of Liberty']"
Xpand Rally,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Gran Turismo 5', 'Portal 2', 'The Legend of Zelda: Breath of the Wild']"
Dark Souls II: Crown of the Sunken King,"['The Witcher 3: Wild Hunt', 'Portal 2', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'Bloodborne']"
The Walking Dead: Episode 4 - Around Every Corner,"['The Witcher 3: Wild Hunt', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'BioShock Infinite']"
Shantae: Half-Genie Hero,"['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Shantae: Riskys Revenge""', '""Shantae and the Pirates Curse""']"
Disgaea 4: A Promise Revisited,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild', 'BioShock Infinite']"
Celtic Kings: Rage of War,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Portal 2', 'Grand Theft Auto V']"
ATV Offroad Fury,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'Undertale', 'The Legend of Zelda: Breath of the Wild']"
B-17 Flying Fortress: The Mighty 8th,"['The Elder Scrolls V: Skyrim', 'Call of Duty: Modern Warfare 3', 'Battlefield 3', '""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt']"
EverQuest: The Scars of Velious,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Portal 2', 'Grand Theft Auto V', 'Guild Wars 2: Heart of Thorns']"
Suikoden II,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Metro: Last Light,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'Grand Theft Auto V']"
Rising Storm,"['The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Red Orchestra: Ostfront 41-45']"
Lethal League,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'BioShock Infinite', 'The Legend of Zelda: Breath of the Wild', 'Minecraft']"
Ninja Five-O,"['DmC: Devil May Cry', 'Nioh', 'Ninja Gaiden Black', 'Ninja Gaiden II', 'The Legend of Zelda: Breath of the Wild']"
Botanicula,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
OutRun 2006: Coast 2 Coast,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""', 'Forza Horizon 2']"
"Nine Hours, Nine Persons, Nine Doors","['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'The Last of Us', 'BioShock Infinite', 'The Legend of Zelda: Breath of the Wild']"
College Hoops 2K7,"['The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Portal 2']"
Catherine,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'BioShock Infinite', 'The Last of Us', 'Persona 4 Golden']"
PixelJunk Shooter Ultimate,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Team Fortress 2', 'The Legend of Zelda: Breath of the Wild']"
Bookworm Adventures Deluxe,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'Grand Theft Auto V', '""Uncharted 4: A Thiefs End""']"
de Blob,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'Grand Theft Auto V', 'Call of Duty: Modern Warfare 3']"
The Lord of the Rings: The Battle for Middle-Earth,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Middle-earth: Shadow of Mordor', 'Grand Theft Auto V', 'BioShock Infinite']"
Burnout Paradise Remastered,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
RIVE: Ultimate Edition,"['The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', 'The Witcher 3: Wild Hunt', 'Battlefield 3']"
Saints Row 2,"['Grand Theft Auto V', 'Grand Theft Auto IV', 'Saints Row IV', 'Saints Row: The Third', 'The Witcher 3: Wild Hunt']"
Severed,"['The Witcher 3: Wild Hunt', 'God of War', 'BioShock Infinite', 'Dead Space 2', 'Persona 4 Golden']"
Star Wars: Battlefront,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Star Wars: Knights of the Old Republic', 'The Legend of Zelda: Breath of the Wild']"
WildStar,"['The Witcher 3: Wild Hunt', 'World of Warcraft', 'Rift', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""']"
Broken Age: Act 1,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Portal 2', 'The Legend of Zelda: Breath of the Wild']"
Divinity II: The Dragon Knight Saga,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""', 'BioShock Infinite']"
Starship Defense,"['The Witcher 3: Wild Hunt', 'Persona 5', 'The Elder Scrolls V: Skyrim', 'Minecraft', '""Uncharted 4: A Thiefs End""']"
Out of the Park Baseball 9,"['Grand Theft Auto V', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Portal 2', 'Call of Duty: Modern Warfare 3']"
Tekken 5: Dark Resurrection,"['Grand Theft Auto V', 'Portal 2', 'Persona 5', 'Halo 5: Guardians', 'The Witcher 3: Wild Hunt']"
The Simpsons: Hit & Run,"['The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild']"
DDRMAX2 Dance Dance Revolution,"['""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'The Witcher 3: Wild Hunt', 'Portal 2', 'Battlefield 3']"
NHL Hitz 20-03,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'The Last of Us']"
America's Army,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild']"
Star Trek Bridge Commander,"['Portal 2', 'The Elder Scrolls V: Skyrim', 'Battlefield 3', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""']"
Seaman,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'Portal 2', 'The Last of Us']"
The Last Express,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', 'The Last of Us']"
Resistance: Retribution,"['Call of Duty: Modern Warfare 3', 'Resistance 3', 'Resistance 2', 'Gears of War 2', 'Resistance: Fall of Man']"
Hustle Kings,"['Grand Theft Auto V', 'Battlefield 3', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""']"
Hot Shots Golf: Out of Bounds,"['The Last of Us', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', '""Uncharted 4: A Thiefs End""']"
Quake 4,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'BioShock Infinite']"
Closure,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'BioShock Infinite', '""Uncharted 4: A Thiefs End""', 'The Last of Us']"
Kingdom Hearts HD 2.5 ReMIX,"['Kingdom Hearts II', 'Kingdom Hearts', 'Kingdom Hearts HD I.5 + II.5 Remix', 'The Witcher 3: Wild Hunt', 'Super Mario Odyssey']"
Mega Man 10,"['BioShock Infinite', 'The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""', 'DOOM']"
Starbound,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V']"
Condemned: Criminal Origins,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Amnesia: The Dark Descent', 'BioShock', '""Uncharted 4: A Thiefs End""']"
Injustice: Gods Among Us,"['The Witcher 3: Wild Hunt', 'The Last of Us', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'Mortal Kombat']"
Nidhogg,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'Call of Duty: Modern Warfare 3']"
NBA 2K8,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""', 'Battlefield 3']"
Torment: Tides of Numenera,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Witcher 2: Assassins of Kings', 'Divinity: Original Sin', '""Baldurs Gate II: Shadows of Amn""']"
NHL 14,"['The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', 'Portal 2', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""']"
To the Moon,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild']"
Madden NFL 15,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'The Last of Us', 'The Elder Scrolls V: Skyrim']"
Slime-san: Superslime Edition,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Portal 2', 'Super Mario 3D World', 'Super Mario Odyssey']"
Quadrilateral Cowboy,"['Thirty Flights of Loving', 'Half-Life 2', 'Gravity Rush', 'Super Mario Galaxy', 'Mario Kart 8']"
Kingdoms of Amalur: Reckoning - The Legend of Dead Kel,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', '""Uncharted 4: A Thiefs End""', 'The Last of Us']"
The Sims 3: World Adventures,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'Guild Wars 2: Heart of Thorns', 'World of Warcraft: Warlords of Draenor']"
Painkiller,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'BioShock Infinite', 'The Last of Us']"
Disgaea 5 Complete,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
WarioWare: Touched!,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Plants vs Zombies: Garden Warfare 2,"['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', 'The Last of Us']"
Danganronpa V3: Killing Harmony,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'Call of Duty: Modern Warfare 3', '""Uncharted 4: A Thiefs End""']"
Bomberman Ultra,"['The Witcher 3: Wild Hunt', 'Diablo III', '""Uncharted 4: A Thiefs End""', 'Pokemon Ultra Sun', 'The Elder Scrolls V: Skyrim']"
Growlanser Generations,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'BioShock Infinite', 'The Last of Us']"
Airborne Assault: Highway to the Reich,"['Portal 2', 'The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'World of Warcraft', 'WildStar']"
Shadowrun: Hong Kong,"['The Witcher 3: Wild Hunt', 'Persona 5', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'God of War']"
Kirby: Planet Robobot,"['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'Grand Theft Auto V']"
War Thunder,"['The Witcher 3: Wild Hunt', 'Battlefield 3', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild']"
Renegade Ops,"['The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', 'The Legend of Zelda: Skyward Sword', 'The Elder Scrolls V: Skyrim', 'Portal 2']"
Saints Row,"['Grand Theft Auto V', 'Grand Theft Auto IV', 'The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""']"
Art Academy: Lessons for Everyone,"['The Legend of Zelda: Breath of the Wild', 'The Witcher 3: Wild Hunt', 'BioShock Infinite', 'The Elder Scrolls V: Skyrim', 'The Last of Us']"
Lumines II,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Portal 2', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V']"
Splatoon,"['The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', 'Battlefield 3', 'Call of Duty: Modern Warfare 3', 'Portal 2']"
Supreme Commander: Forged Alliance,"['Supreme Commander', 'Starcraft II: Wings of Liberty', 'Company of Heroes', 'Starcraft', 'Warhammer 40,000: Dawn of War II']"
Drill Dozer,"['Portal 2', '""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'Persona 5', 'Super Smash Bros. Brawl']"
Oxenfree,"['The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', 'Portal 2']"
Sunless Sea,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Grand Theft Auto V']"
Duke Nukem Advance,"['Bulletstorm', 'DOOM', 'Crusader Kings II', 'Super Smash Bros. Brawl', 'Far Cry 3: Blood Dragon']"
Marvel Heroes 2015,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild']"
Football Manager 2016,"['The Elder Scrolls V: Skyrim', 'Portal 2', 'The Legend of Zelda: Breath of the Wild', 'The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""']"
Tearaway Unfolded,"['Grand Theft Auto V', 'The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', 'Horizon Zero Dawn', 'The Elder Scrolls V: Skyrim']"
Trackmania Turbo,"['Portal 2', 'Resident Evil 7: biohazard', 'Moss', 'The Elder Scrolls V: Skyrim VR', 'Thumper']"
Ratchet: Deadlocked,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'Ratchet & Clank', 'Ratchet & Clank Future: A Crack in Time']"
Phantom Brave,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'BioShock Infinite', 'The Last of Us', 'The Elder Scrolls V: Skyrim']"
Monster Hunter Freedom Unite,"['The Witcher 3: Wild Hunt', 'Monster Hunter 4 Ultimate', 'Monster Hunter 3 Ultimate', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild']"
The Sims 4: Seasons,"['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', 'The Sims 3']"
Call of Duty: Black Ops III,"['""Uncharted 4: A Thiefs End""', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Z.H.P. Unlosing Ranger vs Darkdeath Evilman,"['The Witcher 3: Wild Hunt', 'Portal 2', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim']"
Mario & Luigi: Superstar Saga + Bowser's Minions,"['Portal 2', 'BioShock Infinite', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Last of Us']"
Wolfenstein: The New Order,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V']"
Super Mega Baseball 2,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'Out of the Park Baseball 13']"
Mega Man Anniversary Collection,"['The Witcher 3: Wild Hunt', 'Pokemon X', 'Pokemon Y', 'Portal 2', 'The Elder Scrolls V: Skyrim']"
The Sims Bustin' Out,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'Portal 2']"
Mortal Kombat: Deadly Alliance,"['The Witcher 3: Wild Hunt', 'Grand Theft Auto V', '""Uncharted 4: A Thiefs End""', 'Portal 2', 'The Elder Scrolls V: Skyrim']"
Star Wars: Jedi Starfighter,"['Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'The Legend of Zelda: Ocarina of Time', 'BioShock Infinite']"
TimeSplitters,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'God of War']"
From Dust,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Portal 2', 'The Legend of Zelda: Breath of the Wild']"
Phoenix Wright: Ace Attorney - Dual Destinies,"['The Elder Scrolls V: Skyrim', 'Phoenix Wright: Ace Attorney - Spirit of Justice', 'The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', 'L.A. Noire']"
Lone Survivor,"['The Last of Us', 'Amnesia: The Dark Descent', 'Resident Evil 7: biohazard', 'Silent Hill 2', 'Silent Hill 3']"
NCAA Football 08,"['Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', 'Call of Duty: Modern Warfare 3', 'Portal 2', 'The Witcher 3: Wild Hunt']"
Deus Ex: Mankind Divided - A Criminal Past,"['The Witcher 3: Wild Hunt', 'Portal 2', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim']"
Rising Storm 2: Vietnam,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'Battlefield: Bad Company 2']"
Alien: Isolation,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild']"
Phantom Dust,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
The Witcher,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Grand Theft Auto V']"
Phoenix Wright: Ace Attorney Trilogy,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'Mass Effect 3', 'Persona 5']"
Kentucky Route Zero - Act I,"['The Legend of Zelda: Breath of the Wild', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Horizon Zero Dawn', 'Undertale']"
Dishonored: The Brigmore Witches,"['Portal 2', 'The Witcher 3: Wild Hunt', 'The Last of Us', 'Mass Effect 3', 'Mass Effect 3: Citadel']"
Life is Strange: Episode 3 - Chaos Theory,"['The Witcher 3: Wild Hunt', 'Life is Strange', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""']"
Virtua Fighter 5 Final Showdown,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
Mega Man Zero 2,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us']"
FAST Racing NEO,"['The Witcher 3: Wild Hunt', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim', 'DOOM', 'Bloodborne']"
Jade Empire: Special Edition,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'BioShock Infinite']"
Sensible World of Soccer,"['The Witcher 3: Wild Hunt', 'Portal 2', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V']"
Mighty Milky Way,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'Grand Theft Auto V', 'The Elder Scrolls V: Skyrim']"
NFL Street,"['The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', 'The Witcher 2: Assassins of Kings', 'The Elder Scrolls V: Skyrim', 'Persona 5']"
Time Crisis 3,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'Portal 2']"
Pro Race Driver,"['Grand Theft Auto V', 'Gran Turismo 5', 'Forza Horizon 2', 'Burnout 3: Takedown', 'Project CARS']"
Time Crisis II,"['The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'BioShock Infinite']"
SWAT 3: Elite Edition,"['The Elder Scrolls V: Skyrim', 'The Witcher 3: Wild Hunt', 'The Last of Us', 'Battlefield 3', 'BioShock Infinite']"
Asheron's Call,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Persona 5']"
Brave Fencer Musashi,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'The Elder Scrolls V: Skyrim', 'Portal 2']"
Trauma Center: Under the Knife,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', 'The Last of Us', 'Portal 2']"
Mario Golf: Toadstool Tour,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Grand Theft Auto V', 'The Last of Us', 'The Elder Scrolls V: Skyrim']"
Cities: Skylines - PlayStation 4 Edition,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'BioShock Infinite']"
Unravel,"['The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', 'The Legend of Zelda: Skyward Sword', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""']"
Chessmaster 10th Edition,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'BioShock Infinite', 'The Legend of Zelda: Breath of the Wild']"
VOEZ,"['The Witcher 3: Wild Hunt', 'The Legend of Zelda: Skyward Sword', 'Persona 5', 'The Legend of Zelda: Breath of the Wild', 'The Elder Scrolls V: Skyrim']"
Fire Emblem: Shadow Dragon,"['""Uncharted 4: A Thiefs End""', 'Persona 5', 'Fire Emblem: Awakening', 'Fire Emblem Echoes: Shadows of Valentia', 'Mass Effect 3']"
Age of Empires III,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'Grand Theft Auto V', 'The Last of Us']"
Tales of Monkey Island Chapter 5: Rise of the Pirate God,"['The Witcher 3: Wild Hunt', 'The Legend of Zelda: Breath of the Wild', 'Grand Theft Auto V', '""Uncharted 4: A Thiefs End""', 'The Witcher 2: Assassins of Kings']"
Castlevania: Lords of Shadow Ultimate Edition,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', '""Uncharted 4: A Thiefs End""', 'The Last of Us', 'Grand Theft Auto V']"
Toy Soldiers: Cold War,"['The Legend of Zelda: Breath of the Wild', 'Portal 2', 'Dungeon Defenders', 'Plants vs. Zombies', 'Defense Grid: The Awakening']"
Bloodstained: Curse of the Moon,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'Call of Duty: Modern Warfare 3', 'Castlevania: Symphony of the Night', 'Castlevania: Lords of Shadow']"
The Elder Scrolls V: Skyrim VR,"['The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'Resident Evil 7: biohazard', 'Moss']"
The Cat Lady,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Legend of Zelda: Breath of the Wild', 'The Last of Us', 'BioShock Infinite']"
Assassin's Creed,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Legend of Zelda: Breath of the Wild', 'BioShock Infinite']"
Guitar Hero Live,"['The Legend of Zelda: Breath of the Wild', 'The Witcher 3: Wild Hunt', 'The Elder Scrolls V: Skyrim', 'Rock Band', 'Guitar Hero II']"
ilomilo,"['The Legend of Zelda: Breath of the Wild', 'The Witcher 3: Wild Hunt', 'Portal 2', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim']"
Vessel,"['The Legend of Zelda: Breath of the Wild', 'Portal 2', 'Grand Theft Auto V', 'The Witness', 'Half-Life 2']"
Metro 2033,"['The Witcher 3: Wild Hunt', '""Uncharted 4: A Thiefs End""', 'The Elder Scrolls V: Skyrim', 'The Last of Us', 'The Legend of Zelda: Breath of the Wild']"
Fire Emblem Echoes: Shadows of Valentia,"['The Witcher 3: Wild Hunt', 'The Last of Us', '""Uncharted 4: A Thiefs End""', 'Fire Emblem: Awakening', 'The Legend of Zelda: Breath of the Wild']"
